Instante	APCP	CAPE	CONV	DLWRF	DSWRF	PEVAP	PRES	SPFH	TMP	UGRD	VGRD
484	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
485	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
486	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
487	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
488	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
489	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
490	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
491	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
492	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
493	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
494	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
495	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
496	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
497	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
498	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
499	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
500	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
501	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
502	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
503	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
504	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
505	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
506	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
507	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
508	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
509	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
510	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
511	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
512	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
513	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
514	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
515	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
516	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
517	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
518	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
519	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
520	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
521	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
522	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
523	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
524	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
525	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
526	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
527	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
528	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
529	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
530	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
531	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
532	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
533	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
534	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
535	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
536	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
537	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
538	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
539	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
540	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
541	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
542	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
543	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
544	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
545	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
546	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
547	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
548	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
549	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
550	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
551	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
552	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
553	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
554	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
555	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
556	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
557	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
558	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
559	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
560	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
561	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
562	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
563	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
564	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
565	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
566	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
567	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
568	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
569	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
570	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
571	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
572	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
573	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
574	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
575	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
576	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
577	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
578	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
579	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
580	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
581	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
582	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
583	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
584	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
585	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
586	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
587	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
588	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
589	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
590	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
591	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
592	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
593	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
594	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
595	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
596	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
597	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
598	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
599	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
600	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
601	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
602	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
603	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
604	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
605	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
606	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
607	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
608	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
609	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
610	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
611	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
612	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
613	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
614	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
615	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
616	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
617	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
618	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
619	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
620	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
621	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
622	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
623	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
624	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
625	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
626	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
627	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
628	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
629	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
630	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
631	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
632	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
633	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
634	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
635	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
636	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
637	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
638	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
639	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
640	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
641	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
642	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
643	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
644	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
645	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
646	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
647	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
648	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
649	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
650	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
651	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
652	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
653	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
654	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
655	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
656	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
657	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
658	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
659	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
660	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
661	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
662	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
663	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
664	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
665	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
666	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
667	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
668	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
669	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
670	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
671	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
672	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
673	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
674	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
675	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
676	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
677	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
678	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
679	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
680	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
681	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
682	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
683	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
684	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
685	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
686	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
687	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
688	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
689	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
690	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
691	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
692	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
693	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
694	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
695	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
696	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
697	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
698	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
699	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
700	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
701	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
702	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
703	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
704	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
705	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
706	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
707	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
708	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
709	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
710	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
711	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
712	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
713	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
714	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
715	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
716	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
717	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
718	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
719	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
720	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
721	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
722	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
723	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
724	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
725	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
726	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
727	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
