id	cant
11282	2623
11283	2535
11284	2692
11285	2702
11286	2778
11287	2773
11288	2778
11289	2773
11290	2776
11291	2778
11292	2768
11293	2735
11294	2708
11295	2760
11296	2721
11297	2724
11298	2731
11299	2771
11300	2765
